content,score,label_sentiment,label_topic
ứng dụng rất giật khi cần mở ứng dụng kiểm tra lỗi đăng nhập liên tục đây là do ứng dụng không phải máy 1 số giao dịch như nạp game qua visa cũng bị từ chối do không hỗ trợ phiền,1,0,1
lần nào tải đăng nhập cũng lỗi không hiểu đội ngũ it nhân viên sửa lỗi làm kiểu gì luôn vậy mà vẫn có người xài,1,0,1
đến bước xác nhận chuyển khoản là tải như chong chóng xong kêu ứng dụng không phản hồi thoát ra vào lại vẫn không được lịch sử chuyển khoản của từng hũ trắng xoá mạng full vạch mạng mạng cũng có ứng dụng ngân hàng khác vẫn bthg giờ muốn chuyển khoản thanh toán đều không làm được,2,0,2
mới cập nhật chưa bao lâu mà đã yêu cầu cập nhật lại đã thế người ta không muốn cập nhật thì không cho truy cập,1,0,0
ẩn số tiền ngày ở màn hình home bằng một con mắt như các ngân hàng khác chứ ai lại phải mất mấy thao tác mới ẩn được như thế sẽ tốt hơn chứ không thì đội dev nên cắt cơm của họ đi,5,2,2
tiện tốt,5,2,0
ứng dụng lỗi suốt ngày quét mã mã qr để thực hiện giao dịch thì báo lỗi trong khi các ngân hàng khác vẫn quét được khiếu nại vấn đề bị lỗi thì mãi không thấy giải quyết xong thực hiện giao dịch thì rõ lâu mãi cũng vẫn tải không được số tiền đã trừ rồi thì không cập nhật lại số dư mới tệ,1,0,2
chuyển tiền vào tài khoản ngân hàng timo bank này hiện thông báo số dư đã cộng tiền mà tiền thì chưa hiện thị lên phải đợi 45 phút sau mới có hiện lên mới thực hiện giao dịch tiếp cần gấp mà gặp như vậy né đi,1,0,2
lần nào vô cũng phải đổi mật khẩu không khi nào nhập mật khẩu mà vào được phiền,1,0,1
timo bank dạo này rất tệ thanh toán chuyển khoản rất hay bị lỗi may còn dùng thêm ngân hàng khác để thanh toán chứ không ăn xong chắc ngồi rửa bát vì không thanh toán được,3,1,2
tốt,5,2,0
tốt,5,2,0
tạo tài khoản quá mất thời gian lỗi liên tục,1,0,0
mới vừa cập nhật là ứng dụng không còn nhận được thông báo về biến động số dư nữa bật thông báo ứng dụng tắt tiết kiệm pin bật chạy nền đều không được,3,1,0
ứng dụng xài rất tuyệt ạ,5,2,0
chăm sóc khách hàng tệ,1,0,0
timo bank bano bị lỗi không vào được giờ không bình thường sao vô rút tiền,1,0,2
nói một đằng làm một nẻo mất tgian mở tài khoản,1,0,0
hôm nay không quyệt được mã mã qr,1,0,0
ứng dụng dùng rất tốt nhân viên hỗ trợ nhiệt tình,5,2,0
làm ăn cẩu tha giam tiền chuyển khoản của khách hàng,1,0,2
khoá tài khoản mà không báo lúc chuyển tiền vào vẫn nhận tiền đăng nhập để rút không được giấy tờ không hợp lệ cũng phải mở cho người ta cấp nhật chỉnh sửa lại bắt phải lên chỗ làm việc để làm lại quá phiền,1,0,1
tốt,5,2,0
sao nói là miễn phí hết mà mình nhận thẻ rút tiền thử ngân hàng khác thì không hỗ trợ thẻ này là sao,4,2,2
tạm ổn,4,2,0
tốt rất tốt,5,2,0
gần đây spam thông báo nhiều quá,1,0,0
cho gói vay mà không cho vay,1,0,0
free mọi phí phôi thẻ đẹp đáng sử dụng nha các bạn,5,2,2
giao dịch qte toàn trừ lố tiền,1,0,2
ngồi chụp quét nữa tiếng vẫn lỗi chả tạo được tài khoản rách việc,1,0,0
động tí là khóa mà không hộ trợ mở tệ mãi lấy mật khẩu được rồi mà không đăng nhập được,1,0,1
xác thực lâu mất thời gian xong cuối cùng báo lỗi,1,0,1
ứng dụng siêu tệ chưa tính trải nghiệm ra sau ngày bước đăng kí tài khoản đã khó khăn cứ chụp xong căn cước quét khuôn mặt xong đến đoạn quét nfc căn cước là báo lỗi dù đã bật chế độ máy bay hay xóa đi tải lại ứng dụng cũng không được chát cần tư vấn thì chả có ai tư vấn làm ơn hãy test hết bug trước khi phát hành lên chợ và chạy quảng cáo ứng dụng tránh mất thời gian cả 2 bên ạ,1,0,0
ứng dụng rác xác nhận nfc lỗi hoài,1,0,0
ddawng ký mãi không được ngân hàng lớn khác 5p là xong haizz,1,0,0
không tốt,1,0,0
hủy rất khó và phiền phức,1,0,0
nhân viên nhiệt tình từ vấn dễ hiểu cảm ơn timo bank sẽ đồng hành lâu dài,5,2,0
nhập đúng tài khoản và mật khẩu nhưng không đăng nhập được,1,0,1
tệ nfc quét mãi không được đáng lẽ nên lưu tiến trình chứ quét không được lại bắt chụp lại hết cd với mặt,1,0,0
đừng nên tải lúc cần chuyển tiền gấp thì không chuyển được lỗi tùm lum,1,0,2
xác nhận tài khoản lâu không xác nhận danh tính được,3,1,0
thẻ visa được cấp hạn mức bao nhiêu vây lấh mã xác thực báo lỗi hoài vậy,2,0,1
ứng dụng tốt giúp quản lí chi tiêu tốt nên tải nha mọi người,5,2,0
rất tiện lợi ok lắm ạ,5,2,0
xác thực ngu nfc báo thành công rồi vẫn lỗi,1,0,1
khi đăng kí nhớ ghi lại mã trước để nhập mã vô mục mã giới thiệu nếu lúc hiện ra mục nhập mà mà đi kiếm mã thì nó lỗi đó mọi người mã là bank,5,2,0
không mở được tài khoản,1,0,0
cập nhật giấy tờ lúc nào cũng bị lỗi và bảo trì tệ,3,1,0
mới đăng ký tài khoản thấy cũng tốt mong sắp tới timo bank cập nhật thêm về giao diện cho đẹp hơn chứ nhìn giao diện hiện tại đơn sơ rối mắt quá mong sớm có thẻ vật lý phôi đen nhìn đẹp sang hơn mình muốn làm thẻ vật lý napas mà giờ thấy còn mỗi thẻ 4 màu mà nó sặc sỡ quá không thích,4,2,3
ứng dụng ngu nhất từng tải về máy,1,0,0
,5,2,0
báo là tạo không giới hạn thẻ nhưng lại không cho tạo lừa đảo,1,0,0
tôi không nhận được mã yếu tố lần hai mông nhà phá hành xem xét lại,1,0,0
60 nghìn của tao vẫn chưa rút được ra từ cái ứng dụng lừa đảo này,1,0,2
ứng dụng xài laptop xài nước tốt,5,2,0
không gian mát mẻ nhân viên nhiệt tình vui vẻ hỗ trợ tốt,5,2,3
lúc trước tốt bao nhiêu hiện tại tệ bấy nhiêu mới 1 tuần trước kẹt chuyển khoản tiền vừa về lại tài khoản thì hôm qua lại tiếp tục kẹt chuyển khoản số lần kẹt quá nhiều trong 1 khoảng thời gian ngắn tôi quá thất vọng với chất lượng của timo bank hiện nay,1,0,2
dịch vụ khách hàng như rác thẻ lỗi nhờ hỗ trợ thì qua loa cho có khách hàng mới thì ưu tiền khách hàng cũ coi như rác,1,0,0
chậm thao tác mãi không được,3,1,3
chia cái mục thì hay nhưng rất hay lỗi thanh toán giật không thanh toán được rất bất tiện khi cho tiền vào mà đến lúc cần dùng không thanh toán được,1,0,2
rất tuyệt,5,2,0
ứng dụng bị lỗi không vào được,1,0,1
sao hay bị lỗi khi chuyển tiền hoài vậy có mạng và cùng lúc chuyển khoản ở ngân hàng khác rất tốt,1,0,2
mỗi lần đăng nhạp vô ứng dụng lại bị lỗi,2,0,0
sao tôi không thể hủy thẻ visa ảo để tạo thẻ mới miễn phí như trước mong công ty mở lại tính năng này xin cảm ơn,5,2,2
không tốt chút nào đăng nhập không được trong khi mạng mới đăng ký tệ chẳng lẽ mạng mở phim xem được lại đăng nhập ngân hàng không được,2,0,1
đã ngân hàng mới mà không hỗ trợ thay đổi thông tin online bắt phải chạy mấy chục khuyến mãi lên trụ sở ở hcm để đổi thua cake bank về mặt tiết kiệm thời gian cho khách hàng,1,0,0
ngân hàng rác không liên kết được mẹ gì,1,0,0
dịch vụ ngân hàng rất tệ làm thẻ visa online thực tế 2 tuần mới nhận được nhận được thẻ thì ứng dụng báo đặt lịch hẹn nhận thẻ dù đã nhận thẻ rồi nên không kích hoạt được,1,0,0
tốt 5 sao,5,2,0
không chuyên nghiệp thiếu tôn trọng khách hàng,1,0,0
dạo này cứ bị giật kiểu gì í lúc đăng nhập bằng ký tự thì lại không xuất hiện bàn phím để đăng nhập mình đã cố tình cài mật khẩu số để nhanh thao tác nhưng khi đăng nhập thì lại xuất hiện bằng bàn phím ký tự nếu còn diễn ra tình trạng này chắc bản thân phải chuyển qua xài ngân hàng khác quá,1,0,1
ứng dụng tốt nên trải nghiệm chăm sóc khách hàng nhiệt tình chu đáo,5,2,0
ứng dụng lỗi chữ nhiều mong ứng dụng cập nhật lại,4,2,0
gửi mã xác thực về rồi nhập vào nhưng không có bước tiếp theo thì bảo tôi đăng ký kiểu gì làm ra cái ứng dụng đần vậy,1,0,1
tốt,5,2,0
như con cặc ạh hẹn giao thẻ tới lần này qua lần khác yêu cầu hổ trợ thì bảo để kiểm tra và trả lời qua gmail trong vòng 3 ngày đến hết 3 ngày cũng chả có hồi âm gì,2,0,0
ngân hàn chưa được tối ưu cho máy yếu phần nhập mật khẩu lại không nhấn được chữ ứng dụng tự thoát ra liên tục lúc đứng chuyển khoản rất lâu và mất thời gian của đôi bên,2,0,1
toàn báo lỗi,1,0,0
better,5,2,0
làm ăn bát nháo không thông báo đã thanh lý thẻ tín dụng của người khác hỗ trợ thì lâu và không rõ ràng mọi người dùng làm thẻ phụ thì tốt tốt nhất cứ vcb bidv mb của nhà nước mà dùng cho đỡ tức,1,0,0
tao chưa thấy con ứng dụng nào mà nó ngu xuẩnn trúa ngục như cái con ứng dụng này nó ngu từ cái clip quảng cáo trên youtube là ngứa con mắt tao rồi t vào đánh giá 1 sao là tại vì sự xll đó nó cho 1 con nhãi nói luyên tha luyên thuyên tao đang tệ tay củng không tiện tắt quảng cáo cố nghe nó nói tới cuối xem nó quảng cáo cái gì cuối cùng nó không nhắc đến tên 1 cái gì luôn đến tắt clip mới xem được cái hình quảng cáo từ cái quảng cáo chướng khí nge đã thấy ngu rồi xài cái ếu gì tụi bây chưa từng thấy 1 cái ứng dụng nào mà quảng cáo vừa gây phiền vừa ngu nhân viên,1,0,0
trước thấy lãi suất cao nhưng giờ thấy không cao nữa tệ chắc xoá ứng dụng,1,0,0
trải nghiệm khá tốt với timo bank nhân viên rất nhiệt tình ạ mong timo bank ngày càng phát triển nhé,5,2,0
tính năng hay giúp quản lý tài chính thông minh 100,5,2,0
ứng dụng sử dụng okie,5,2,0
đăng ký không có mục tạo mật khẩu muốn đăng nhập phải dùng tính năng tôi không thể đăng nhập để tạo mật khẩu mới,3,1,1
tốt,4,2,0
tốt,5,2,0
rác lỗi gửi hỗ trợ không khắc phục nhắn qua cũg trả lời cho có rồi cũg chả giúp ít được gì ứng dụng tốt mà hỗ trợ quá kém,1,0,0
trải nghiệm tốt nhanh gọn nhân viên nhiệt tình,5,2,0
heóg,5,2,0
tuyệt vời,5,2,0
tốt,5,2,0
thanh toán hoá đơn điện lần đầu lại báo hoá đơn không có trong danh sách ủa có bị ngu thì cũng ngu vừa chứ dù gì cũng là it lập trình ứng dụng cho ngân hàng mà,1,0,2
gud,5,2,0
tuyệt zời,5,2,0
giao điện đẹp chức nwwng đa dạng chắc là bảo mật tốt,4,2,0
ứng dụng free phí nhưng nhiều lỗi,1,0,2
lỗi không vào được ứng dụng là sao nhỉ,4,2,1
ứng dụng thì lỗi nạp tiền vào hũ trừ tiền nhưng không thấy cộng gọi điện nhắn tin thì cứ ậm ừ báo đợi 2 3 ngày nuốt tiền người ta mà làm ăn thế này nhỡ có việc gì gấp móc tiền đâu ra,1,0,2
tuyệt vời d,5,2,0
vào ứng dụng không được cứ bắt bụôc đóng trong khi đang cần chuyển tiền,1,0,2
13 6 2025 ứng dụng bị lỗi lúc 19 57 tất cả không đăng nhập được,1,0,1
dồn hết tiền vào ngân hàng để dùng mà giờ không vào được ứng dụng,1,0,1
hay gặp lỗi chậm ứng dụng,1,0,3
dùng tốt quản lí chi tiêu dễ dàng bị cái gọi mình lúc đang ngủ nên hơi dỗi,5,2,0
rất hay,5,2,0
không thể đăng ký được tới bước quét cd là báo lỗi,1,0,0
tệ không thể tệ hơn chuyển tiền thì lỗi lên lỗi xuống vào ứng dụng thì 10 lần thoát 9 lần còn 1 lần giật,1,0,2
sao ngân hàng càng ngày càng tệ vậy thời gian đầu dùng rất thích thanh toán rất mượt nên tin tưởng bỏ tiền vào đó bây giờ mún vào ứng dụng còn không được cứ vào xong lại tự thoát ra giao diện thì cứ cà giật giật giật kiểu gì í một lần thanh toán là đứng 1 hồi lâu mất thgian vô cùng ý là mún ăn tiền người ta hay sao mạng mình dùng mạng loại cả năm 16gb 1 ngày mình dùng đến 2 3 cái ngân hàng vào ngân hàng khác thì được ts vào ngân hàng này không được cho rô cái để chiển tiền quá ngân hàng không dùng,1,0,2
liên kết với shopeepay cứ báo sai thông tin dù đăng ký cùng số điện thoại cùng cd cùng nfc chat hỗ trợ nói được 2 câu im hơn 5 phút,1,0,0
cập nhật gì mà lâu quá dị trời,2,0,0
ứng dụng sử dụng thì ổn nhưng phần quan trọng là quét khuông mặt thì lỗi liên tục không biết nguyên nhân nói chung là tệ khi mới trải nghiệm hiện tại đã khoá luôn sinh trắc học của tôi trong khi không có chi nhánh ở gần tệ,1,0,0
không đăng nhập được,2,0,1
ứng dụng xài tốt mà mình mới đăng ký tài khoản lại bị khóa tạm thời mong nhân viên ứng dụng timo bank giải quyết mở lại tài khoản cho khách hàng,4,2,0
chuyển tiền đã trừ tiền và thông báo chuyển tiền thành công rồi nhưng không qua hỏi thì kêu gửi mã giao dịch số tiền thời gian gửi cho hết rồi thì kêu đợi tra sát mãi hỏi thì cứ bảo đợi ngân hàng làm ăn vô trách nhiệm giờ coi như là mất tiền oan rồi,1,0,2
quảng cáo mà tự nhảy vô ứng dụng xóa ứng dụng thì nhảy vô chplay luôn,1,0,0
trải nghiệm tốt,5,2,0
timo bank gần đây lạ lắm chậm giật quét mã mã qr thì khó nhận diện trong khi đó chuyển sang ngân hàng khác thì quét mượt trước đó thấy xài cũng tốt nên dùng bây giờ chậm vc,3,1,3
ngân hàng ra cái ứng dụng thua ứng dụng cho trẻ em chơi đăng ký thẻ ảo xong vô lấy thẻ ảo sử dụng thì lỗi không thể lấy được thẻ ảo,1,0,0
chưa bình thường có tốt gì nhưng cũng cho 5,5,2,0
làm ăn vô trách nhiệm thiếu ý thức không nên dùng chuyển tiền thì tiền trừ mà người ta không qua luôn đợi 1 2 tuần không qua 2 lần y hệt nhau cứ bảo đợi đợi không đáng tin nhắn tin cứ bot spawm đi spawn lại câu vài câu bực và bức xúc thực sự với ngân hàng,1,0,2
một ứng dụng rất tuyệt vời,5,2,0
rất hay,5,2,0
rất tốt,5,2,0
tốt hoàn toàn miễn phí,5,2,2
tốt,5,2,0
tốt,5,2,0
không tải được ý,1,0,0
timo bank vô đăng ký sinh học không duoc,1,0,0
căn cước bị vô nước nên hư chip mà bắt quét nfc thành ra chưa tạo được tài khoản luôn,5,2,0
tự mất hũ chia sẻ phải làm lại từ đầu,1,0,0
tốt,5,2,0
dưới đây là phiên bản tối ưu để đăng trên google play ứng dụng khá tiện nhưng đôi lúc chạy chậm tính năng chia tiền trong hũ chưa linh hoạt không cho chọn ngày bắt đầu kết thúc mình không nhận lương vào mùng 1 nên dùng hơi bất tiện mong timo bank sớm cải thiện bạn có muốn thêm số sao gợi ý ví dụ 3 5 không,3,1,2
17 05 2025 ứng dụng thanh toán chậm giật màn thông báo xử lý rất lâu,4,2,2
người dưới 18 tuổi không sử dụng được sao,4,2,0
quá tốt,5,2,0
cực tốt nhân viên tư vấn nhiệt tình,5,2,0
hi vọng sẽ có giao diện darkmode trong tương lai,5,2,3
đăng ký mở thẻ tín dụng lần đầu tại hangout thì không cho do không có hộ khẩu ở hcm đăng ký lần 2 cũng không cho dù mình thỏa điều kiện đã chi tiêu hơn 50 triệu từ lúc mở tài khoản tới giờ,1,0,0
không thể chuyển tiền từ hũ được là sao tư vấn thì được thông báo là không có trường hợp nào như vậy là sao vậy không có thì ai bịa chuyện chi,1,0,2
nice,5,2,0
thay vì có tùy chọn cập nhật sau thì bắt phải cập nhật mới vô được ứng dụng nhiều khi đang vội mà cứ phải chờ rất rất rất nhiều lần rồi đội it quá tệ,1,0,0
tốt,5,2,0
tốt good miễn phí duy trì phù hợp cho học sinh và sinh viên đơn giản dễ dùng nhưng phải có nfc mới đăng ký được nhé,5,2,2
đang định dowload về dùng mà đọc mớ bình luận đánh sao thấy ớn quá bye nhé timo bank,2,0,0
đến bước đăng ký iotp thì không chạy tiếp được,2,0,1
trải nghiệm quá tệ mở thẻ ảo đã trừ tiền 99 nghìn nhưng không thấy thẻ đâu 1 tháng mà bị 2 lần rồi hỗ trợ thì qua loa không giải quyết được gì ngân hàng làm mất tiền của khách sử dụng giật thủ tục nhiều bước lằng nhằng,1,0,2
ngân hàng số nhanh mọi thứ đều tốt và miễn phí,5,2,2
ứng dụng rác sai lầm khi tải về và dùng tốn thời gian trải nghiệm thua xa tp ngân hàng với cake bank,1,0,0
ứng dụng rất zở đăng nhập mãi đúng mật khẩu rồi bảo chờ chờ mãi cũng không cho vào rồi cứ bắt đăng nhập lại,1,0,1
ứng dụng lỗi không thể xác minh,1,0,0
ứng dụng không đăng nhập được tải đi tải lại mấy lần rồi,1,0,1
lịch sử giao dịch cũ không còn tự mất chỉ có những lịch sử mới từ tháng 9 năm 2024 thôi đã vậy còn cứ phải cập nhật liên tục thật rất là bực,3,1,0
ngân hàng thủ tục đăng kí quá rắc rối,1,0,0
bắt cd nfc quét chip rất khó khăn và nguy hiểm,1,0,0
okei la,5,2,0
mãi đỉnh 100đ,5,2,0
sử dụng tiện lợi thẻ dễ thương và có tính bảo mật cao,5,2,0
tot,5,2,0
chất lượng tốt,5,2,0
hỗ trợ tốt nhiệt tình,5,2,0
sản phẩm tốt thân thiện,5,2,0
ngân hàng dễ xài phù hợp cho mọi người,5,2,0
ứng dụng trải nghiệm tốt,5,2,0
ứng dụng tốt nhiều tiện ích,5,2,0
rất tiện lợi để phân bổ và quản lý tài chính hàng tháng,5,2,0
ngân hàng số tiện lợi hoàn toàn miễn phí,5,2,2
tuyệt,5,2,0
tuyệt,5,2,0
tốt,5,2,0
nhân viên cute thân thiện lắm ạ,5,2,0
ứng dụng mượt,5,2,0
trải nghiệm tuyệt vời,5,2,0
trải nghiệm ngân hàng tốt miễn phí tất cả các dịch vụ và thẻ,5,2,2
ứng dụng ngân hàng rất nhanh và tiện lợi,5,2,0
giao dịch nhanh chóng tiện lợi,5,2,0
dịch vụ tốt nhân viên thân thiện,5,2,0
tốt,5,2,0
good,5,2,0
ứng dụng rác không vay được thì ra làm gì,1,0,0
ứng dụng rất tệ đk 1 tuần không được giải quyết tôi đã xoá ứng dụng hôm nay và chưa nhận được đồng nào từ ứng dụng đây là bằng chứng tôi không nhận khoản vay nào của ứng dụng,1,0,0
20 12 2025 bây giờ là 10h56 xét duyệt tài khoản mất tận 3 ngày rồi tới vụ vay cần bao nhiêu ngày nữa muốn lấy thông tin khách hàng để đi vay ở đâu nữa hay gì rồi lấy gì chắc chắn là sẽ duyệt hồ sơ vay,1,0,0
quá tệ liên hệ để hỗ trợ tài khoản bảo xin số điện thoại để hỗ trợ xong im hơi chả thấy hỗ trợ gì,1,0,0
ứng dụng này là lừa đảo lấy thông tin chính chủ nha mọi người không có cho vay gì đâu đến lúc xác thực khuôn mặt nó tải tải để lấy thông tin nữa nó đưa ảnh động mạo danh vào ứng dụng ngân hàng của mình đó mn cẩn thận nha,1,0,1
ủa sao bảo 3 ngày là được phê duyệt tài khoản đến hôm nay là ngày thứ 4 rồi,5,2,0
tổng đài hỗ trợ không bao giờ nghe tìn chỗ hỗ trợ trong ứng dụng cũng khó nữa đăng ký đợi ngày mới duyệt,5,2,0
quảng cáo thì kêu 15 mở được tài khoản gần 1 tháng vẫn d duyệt lừa ttin khách hàng à,1,0,0
ngân hàng đúng phiền chưa tới ngày thanh toán mà gọi 5 10 cuộc,1,0,2
ý là tôi không thấy khoảng vay như ý định nên không vay nữa thế mà gọi điện tôi liên tục,3,1,0
đừng ai tải ứng dụng này nha app này không xóa thông tin đăng ký được đâu hôm nay tôi tải và đăng ký nhưng không cho vay mà vào xóa không được thông tin đăng ký nếu có ai điện thoại làm phiền tôi là ứng dụng này bán thông tin tôi,1,0,3
tuyệt vời,5,2,0
too bad,1,0,0
rất tệ,1,0,0
không vay được auto từ chối 5 giây,1,0,0
lừa đảo,1,0,0
thái độ nhân viên không tốt tệ,1,0,0
cai gì dau mã yêu cau mo tải khoan mã cu de không co tinh hieu bat người ta phải nhap điện thoại doi moi rồi lo co nhung người sai điện thoại doi cu rồi sao làm được,1,0,0
mua thẻ điện thoại xong không thấy thẻ,2,0,0
điền thông tin đầy đủ đặt giờ tư vấn đàng hoàng sau khi hoàn tất thông tin thì ngày lập tức báo thiếu thông tin chả hiểu kiểu gì muốn lấy thông tin thì nói luôn đi,1,0,0
đồ bỏ,1,0,0
có vay được đâu,1,0,0
tốt,5,2,0
không thể mở tài khoản,1,0,0
tốt,5,2,0
không mất số điện thoại không ht không thay đổi thanh toán,1,0,0
không có sao kê dư nợ tôi không thanh toán được nhưng gọi làm phiền liên tục,1,0,2
không quét được cd,1,0,0
không có gì ưu đai cả,1,0,0
ngân hàng lừa đảo tự nhiên tôi nợ 30 nghìn rồi cho vào nhóm nợ xấu tôi thèm nợ 30 nghìn à nợ xấu 30 nghìn hài vãi lồn cạch mặt cái ngân hàng này nhé anh em,1,0,0
xin bổ sung thêm tính năng tự thanh toán trước hạn,3,1,2
tôi đã tất toán khoản vay trước hạn từ hôm 9 12 nhưng đến nay vẫn chưa cho đăng ký vay lại,5,2,0
không ra máu lol gì,1,0,0
tuyet với,5,2,0
tốt,5,2,0
sao cứ báo bị lỗi frida vậy không vào được luôn,1,0,1
đã tất toán 2 lần và không vay được lần 3,1,0,0
như c mãi mà không duyệt đky tài khoản,1,0,0
hồ sơ giật mấy ngày không xét duyệt nhắn tổng đài auto bận app rác hiện nay quá nhiều,1,0,0
lừa đảo lấy thông tin à vay được méo gì đâu,1,0,0
chủ yếu lấy thông tin là chính,1,0,0
đã thanh toán rồi mà vẫn gọi điện thoại cho mình và người thân đòi thanh lý cả gia đình mình xin nhắc lại là đã thanh toán tiền mà vẫn bị gọi đòi thanh toán không thì kêu giang hồ xuống nhà siết nợ xin nhắc lại là đã thanh toán mà vẫn bị gọi điện thái độ rất giang hồ,1,0,2
chưa đến ngày đã gọi làm phiền rất nhiều còn đến ngày mà chưa thanh toán thì chuyển nợ nhóm 2 dịch vụ ngân hàng cực kỳ tệ tệ nhất trong tất cả ngân hàng mà tôi đã từng trải nghiệm,1,0,2
bảo là thủ tục nhanh nhưng thực tế xét duyệt mấy ngày xong bảo không thành công lấy cắp dữ liệu là chính ứng dụng giật như điên,1,0,3
rất tốt,5,2,0
tốt,5,2,0
quá tệ không vay được đâu nha mọi người kêu vào ứng dụng ký hợp đồng mà không gửi mã xác thực thì lấy gì ký chỉ lấy thông tin khách hàng thôi nhé,1,0,1
không vay được không không sắt thực được lấy thông tin lùa gà,1,0,0
ứng dụng thoát liên tục lỗi tùm lum,1,0,3
tiện lợi nhanh chóng dễ dàng cám ơn vì đã hỗ trợ tôi rất nhiều lần,5,2,0
tuyệt vời,5,2,0
tốt,5,2,0
bị lỗi hoài,1,0,0
cảm ơn tnex bank đã giúp đỡ mình khi mình đang cần 1 khoản nhỏ tiêu dùng,5,2,0
mong khắc phục được lỗi nhập mật khẩu không hiện bàn phím,4,2,2
ứng dụng rác rưởi có dấu hiệu lừa đảo thái độ nhân viên rất bố láo bố toét,1,0,0
hài lòng,5,2,0
tốt,5,2,0
vay nhanh,5,2,0
tốt,5,2,0
đây là một trong những cái ứng dụng ngáo ngơ nhất,1,0,0
rất tôt,5,2,0
quá quý tín,5,2,0
có việc cần vay tiền đk từ sáng giờ không được duyệt liên hệ tổng đài thì không ai nghe máy giờ muốn hủy khoản vay có cách gì không,1,0,2
ứng dụng vay đến ngày mình nạp vô tự đóng nhưng cái mình không hài lòng vay lại không được,5,2,2
samsung s9 không tải được,5,2,0
ứng dụng rác muốn đóng tài khoản thì yêu cầu đặt lịch hẹn và ra hội sở chính ở hà nội,1,0,0
tốt,5,2,0
định danh hoài không được,1,0,0
quét mặt không được dù đưa mặt chình ình đó đăng nhập thiết bị khác không được rồi sao trả tiền,1,0,1
mong hệ thống ngân hàng chỉnh lại giúp vừa cài đặt chuyển tiền song lại không kích hoạt được để giao dịch chuyển tiền là sao vậy ngày phải gỡ và cài đặt lại vài lần rất bất tiện ảnh hưởng đến công việc mong xớm được giải quyết,2,0,2
ứng dụng chỉ 1 vay lần đầu và duy nhất thôi nha mọi người không cho vay lại lần 2,1,0,0
cẩn thận lừa đảo nha anh em lãi suất cũng cao nữa,1,0,0
tuyệt vời,5,2,0
tốt,5,2,0
bảo chờ phê duyệt 3 ngày mà tận 1 tuần không thấy thông báo không đậu cũng pk báo cho người ta chứ,1,0,0
ứng dụng tệ,1,0,0
tốt,5,2,0
không vay được đâu,1,0,0
ứng dụng lon quên mật khẩu không cho lấy lại tài khoản cũng như là không cho vay tiền,1,0,2
tốt,5,2,0
nhanh gọn đơn giản,5,2,3
tốt,4,2,0
tuyệt vời,5,2,0
tốt,5,2,0
đk cả tháng không phê duyệt,1,0,0
quá tốt,5,2,0
chuyen tiền không được gọi tổng đài giải quyết thì bảo chờ chờ 1 thág chưa thấy giải quyết thẻ atm thì bị lỗi không rút tiền được ứng dụng lừa đảo,1,0,2
lùa ga lừa cập nhật ttcn tra mã hoa chuyển lệnh giao dịch,1,0,0
tệ,1,0,0
tuyệt vời,5,2,0
tốt,5,2,0
uy tín nhanh gọn,5,2,0
quá tuyệt vời,5,2,0
tốt,5,2,0
tệ,1,0,0
tốt,5,2,0
ai muốn đăng ký vay thì điện thoại có chức năng nfc nha ứng dụng lỗi quá,2,0,0
tnex bank khá là thú vị ha đóng tiền thì không cho tự đóng trước hạn bắt nạp vào để đó tới ngày hệ thống tự trừ nhưng trước 5 ngày cho đến ngày cả khi hệ thống đã tự trừ rồi vẫn gọi điện phiền được ý là mình bị làm sao á,5,2,2
rất tốt,5,2,0
ứng dụng tốt,5,2,0
ứng dụng nhu lozz,1,0,0
tốt,5,2,0
như lol vậy á làm đủ các bước xong cái nói cd người ta đã tạo bằng số điện thoại khác trong khi người ta ch dùng tài khoản đó bao giờ,1,0,0
tốt,5,2,0
bắt cập nhật cd chụp hình rồi nói không duyệt lừa đảo lấy thông tín à xem lại,1,0,0
mình được mọi người support rất nhiều ý,5,2,0
ngân hàng cập nhật nhát 7 ngày chưa xong,1,0,0
mỗi người chỉ được 2 lần vậy trả tốt vậy mà không vay thêm được nữa,4,2,0
chúng nó chỉ cần moi được thông tin cá nhân là xong thôi,1,0,0
hài lòng,5,2,0
tốt,5,2,0
hài lòng,5,2,0
,5,2,0
làm ăn gì lạ vậy vay lần đầu được xong tất toán đàng hoàng uy tín đăng kí tiếp thì từ chối thì thôi đi đây đợi gần 2 tháng sau vẫn không mở lại cho vay khoản khác mà đóng luôn ủa vậy có mục cho vay làm gì lấy thông tin khách hàng à,1,0,0
tốt,4,2,0
tuyệt vời,5,2,0
tốt,5,2,0
không trả lời bằng mail thông báo qua ứng dụng gọi thì nhân viên báo bị từ chối hỏi lý do thì nói không đáp ứng vảo vào ứng dụng xem vào ứng dụng thì không thấy gì mọi người cẩn thận họ lấy cấp thông tin đó đây là bằng chứng tôi không có vay liên quan gì đến tiền bạc với ngân hàng này nha,1,0,2
lỗi không nhập mật khẩu được ở đăng nhập,1,0,1
quá tệ không đăng nhập được,1,0,1
giật đăng ký 3 tháng,1,0,0
ông nội không cho đóng trước hạn mà cứ gọi hối đóng quài,1,0,0
tốt,5,2,0
tốt,5,2,0
tốt,4,2,0
xác nhận gương mặt mãi không đươc trong khi các ứng dụng khác xác thực phát một,1,0,1
học sinh để hoài không duyệt mà mất kết nối suốt,1,0,0
mình rất thích,5,2,0
tốt,5,2,0
tốt,5,2,0
